id,title,odometer,location,isimported,engine,transmission,fuel,paint,year,target,brand
712,Honda Pilot,211084,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2005,1065000,Honda
713,Nissan Pathfinder,146707,Lagos,Locally used,6-cylinder(I6),automatic,petrol,grey,2001,675000,Nissan
714,Toyota Highlander,66844,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,gold,2014,14015000,Toyota
715,Lexus ES 350,161412,Lagos,Locally used,6-cylinder(I6),automatic,petrol,black,2007,2230000,Lexus
716,Ford Edge,48000,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2008,3215000,Ford
717,Mercedes-Benz GLC 300,46012,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2016,18715000,Mercedes-Benz
718,Toyota DYNA 200,101357,Lagos,Locally used,4-cylinder(I4),manual,diesel,blue,1995,6015000,Toyota
719,Nissan Rogue,177773,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2011,3115000,Nissan
720,Land Rover Range Rover Velar,19220,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2018,44015000,Land
721,Ford Edge,145184,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2011,4430000,Ford
722,ALPINA B3,229795,Lagos,Locally used,6-cylinder(V6),manual,diesel,white,2000,9065000,ALPINA
723,Toyota Highlander,60147,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,wine,2016,14015000,Toyota
724,DAF 45,726335,Lagos,Locally used,6-cylinder(V6),manual,diesel,black,2000,4515000,DAF
725,Lexus ES 300,89539,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,white,2003,2765000,Lexus
726,Toyota Camry,142333,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,4015000,Toyota
727,Toyota Sienna,59535,Lagos,Locally used,6-cylinder(V6),automatic,petrol,grey,1999,1060000,Toyota
728,Honda Pilot,134971,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2016,8015000,Honda
729,Lexus RX 300,287551,Lagos,Locally used,6-cylinder(V6),automatic,petrol,white,2002,1115000,Lexus
730,Toyota Sienna,3845,Abuja,Foreign Used,6-cylinder(I6),automatic,petrol,blue,2006,3215000,Toyota
731,Lexus RX 350,19311,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2018,24015000,Lexus
732,Mazda 323,224294,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2002,1315000,Mazda
733,Toyota Avalon,139568,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2010,4005000,Toyota
734,Toyota Camry,170268,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2007,2655000,Toyota
735,Mercedes-Benz G 63 AMG,20,Lagos,New ,8-cylinder(V8),automatic,petrol,black,2019,108690000,Mercedes-Benz
736,Toyota Yaris,237314,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2008,2010000,Toyota
737,Volkswagen T6 other,14456,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,1997,2325000,Volkswagen
738,Toyota Camry,86000,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2012,3975000,Toyota
739,Honda Accord,101991,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2008,3015000,Honda
740,Nissan Murano,0,Lagos,Locally used,6-cylinder(V6),automatic,petrol,silver,2005,730000,Nissan
741,Mercedes-Benz 300,113493,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,blue,2013,6015000,Mercedes-Benz
742,BMW 528,57067,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2014,5515000,BMW
743,Mercedes-Benz C 300,152544,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,black,2008,3715000,Mercedes-Benz
744,Toyota Camry,257231,Lagos,Locally used,6-cylinder(V6),automatic,petrol,silver,2003,765000,Toyota
745,Toyota Camry,102486,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2004,2095000,Toyota
746,Kia Optima,26204,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2019,8265000,Kia
747,Mercedes-Benz GLK 350,143761,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,green,2010,8265000,Mercedes-Benz
748,Bentley Arnage,24449,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,white,2007,28015000,Bentley
749,Toyota Camry,178388,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,gold,2005,2105000,Toyota
750,Toyota Camry,34275,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,8915000,Toyota
751,Toyota Corolla,68568,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2011,3215000,Toyota
752,Lexus LS 460,17064,Lagos,Locally used,8-cylinder(V8),automatic,petrol,black,2013,17865000,Lexus
753,Toyota Camry,76374,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2007,3065000,Toyota
754,Mitsubishi Pajero,75462,Lagos,Locally used,6-cylinder(I6),automatic,petrol,black,2008,4615000,Mitsubishi
755,Lexus RX 350,56558,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2012,9015000,Lexus
756,Honda Accord,23426,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2018,13515000,Honda
757,Toyota Camry,277151,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2008,2365000,Toyota
758,Lexus RX 300,232556,Lagos,Locally used,4-cylinder(I4),automatic,petrol,white,2000,1515000,Lexus
759,Mazda 6,270634,Lagos,Locally used,4-cylinder(I4),automatic,petrol,silver,2003,780000,Mazda
760,Hyundai Sonata,115559,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2013,3480000,Hyundai
761,Toyota Land Cruiser,52,Lagos,New ,4-cylinder(I4),automatic,petrol,black,2020,52015000,Toyota
762,Infiniti FX,261406,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2005,2315000,Infiniti
763,Toyota Highlander,4276,Abuja,New ,6-cylinder(V6),automatic,petrol,black,2020,40015000,Toyota
764,Lexus GX 460,40734,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2016,23115000,Lexus
765,Lexus RX 300,97997,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2003,2315000,Lexus
766,Acura MDX,60487,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2005,4005000,Acura
767,Toyota RAV 4,194645,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2003,2655000,Toyota
768,Toyota Avalon,135800,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2004,1615000,Toyota
769,Lexus IS 250,92408,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2007,3110000,Lexus
770,Lexus GX 460,44089,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,white,2014,17395000,Lexus
771,Toyota Corolla,87721,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2012,3615000,Toyota
772,Lexus RX 350,52241,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,18015000,Lexus
773,Mercedes-Benz G 63 AMG,18297,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,black,2016,62015000,Mercedes-Benz
774,Toyota Avalon,131349,Lagos,Locally used,6-cylinder(V6),automatic,petrol,silver,2000,715000,Toyota
775,Ford Expedition,283012,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,red,2007,3165000,Ford
776,Lexus RX 330,140108,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2006,4215000,Lexus
777,Toyota Matrix,66448,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,3215000,Toyota
778,Toyota Highlander,118735,Lagos,Locally used,6-cylinder(V6),automatic,petrol,blue,2006,1720000,Toyota
779,Toyota Sienna,95850,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2010,2850000,Toyota
780,Mercedes-Benz ML 350,38474,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,wine,2014,12115000,Mercedes-Benz
781,Toyota Highlander,2747,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2018,18705000,Toyota
782,Lexus ES 350,98997,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,grey,2013,8415000,Lexus
783,Lexus RX 330,275338,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2004,3715000,Lexus
784,Toyota Sienna,92700,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2004,2535000,Toyota
785,Toyota Corolla,111391,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,white,2010,2665000,Toyota
786,Mercedes-Benz 814,729447,Lagos,Locally used,6-cylinder(V6),manual,diesel,white,2001,5015000,Mercedes-Benz
787,Honda Crosstour,142055,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2012,4965000,Honda
788,Toyota Camry,163524,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2012,6065000,Toyota
789,Kia Picanto,69416,Ogun,Locally used,3-cylinder(I3),automatic,petrol,gold,2013,1275000,Kia
790,Hyundai Elantra,123818,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,2435000,Hyundai
791,Toyota Highlander,80188,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2008,5115000,Toyota
792,Mercedes-Benz 300,132746,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2008,4015000,Mercedes-Benz
793,Lexus ES 350,92926,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2010,4415000,Lexus
794,Nissan Sentra,157237,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2010,2315000,Nissan
795,Toyota Tundra,38980,Lagos,Locally used,8-cylinder(V8),automatic,petrol,brown,2016,17340000,Toyota
796,Lexus RX 350,117137,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2010,7495000,Lexus
797,Mercedes-Benz C 300,83440,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,silver,2009,4320000,Mercedes-Benz
798,Toyota Corolla,65384,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2010,3425000,Toyota
799,GAC Gonow Other,47261,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,gold,2016,1415000,GAC
800,Honda Accord,186877,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2008,2325000,Honda
801,JMC Vigus,150,Lagos,Locally used,6-cylinder(V6),automatic,petrol,brown,2020,9365000,JMC
802,Mercedes-Benz ML 350,76333,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2014,9915000,Mercedes-Benz
803,Lexus GX 460,20,Lagos State,New ,6-cylinder(V6),automatic,petrol,black,2020,51040000,Lexus
804,Nissan Altima,149618,Ogun,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2009,1995000,Nissan
805,Infiniti QX80,13045,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2018,33615000,Infiniti
806,Toyota Tacoma,139860,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2005,4915000,Toyota
807,Lexus GX 460,132000,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,23015000,Lexus
808,Honda Accord,32495,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,white,2018,14515000,Honda
809,Toyota Sienna,201132,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2008,3110000,Toyota
810,Toyota Corolla,235328,other,Locally used,4-cylinder(I4),automatic,petrol,silver,2004,1445000,Toyota
811,Lexus ES 350,91602,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2012,5790000,Lexus
812,Toyota Sienna,90307,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2012,6815000,Toyota
813,Toyota 4-Runner,108410,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2013,9250000,Toyota
814,Toyota Sienna,130551,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,ash,2017,13315000,Toyota
815,Toyota Camry,91441,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2011,3205000,Toyota
816,Ford Escape,107856,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2014,3715000,Ford
817,Toyota Highlander,59450,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,maroon,2016,14535000,Toyota
818,Toyota Camry,84310,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2014,5515000,Toyota
819,Land Rover Range Rover,133796,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2014,32565000,Land
820,Infiniti QX80,815,Lagos,New ,4-cylinder(I4),automatic,petrol,gold,2019,35015000,Infiniti
821,Lexus RX 350,6325,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2019,24515000,Lexus
822,Toyota Camry,3115,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2020,22115000,Toyota
823,Toyota Corolla,153886,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2010,3715000,Toyota
824,Volvo FH12,0,Lagos,Locally used,8-cylinder(V8),manual,diesel,blue,1994,11015000,Volvo
825,Toyota Corolla,90254,Lagos,Locally used,4-cylinder(I4),automatic,petrol,blue,2008,2105000,Toyota
826,Lexus LX 570,20423,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2018,48015000,Lexus
827,Mercedes-Benz E 350,70586,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,black,2011,10515000,Mercedes-Benz
828,Honda Accord,152229,Lagos,Foreign Used,4-cylinder(H4),automatic,petrol,grey,2007,2765000,Honda
829,Toyota Corolla,78544,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2011,3415000,Toyota
830,Hyundai ix35,102548,Lagos,Locally used,6-cylinder(I6),automatic,petrol,brown,2014,3315000,Hyundai
831,Toyota Camry,32541,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2010,3115000,Toyota
832,Toyota Highlander,85401,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2013,8265000,Toyota
833,Hyundai Sonata,188890,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2011,3550000,Hyundai
834,Land Rover Range Rover,35064,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,50015000,Land
835,Toyota Corolla,142361,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2014,4195000,Toyota
836,Mack CXN613 CAB BEHIND ENGINE,678456,Lagos,Locally used,6-cylinder(V6),manual,diesel,white,2006,10515000,Mack
837,Toyota Camry,163822,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2010,3515000,Toyota
838,Volkswagen Tiguan,232727,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2010,3215000,Volkswagen
839,Toyota Corolla,240329,Ogun,Locally used,4-cylinder(I4),automatic,petrol,cream,2001,675000,Toyota
840,Toyota Yaris,344501,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,green,2006,1915000,Toyota
841,Honda Accord,177235,Lagos,Locally used,4-cylinder(I4),automatic,petrol,blue,2004,665000,Honda
842,Toyota Corolla,16067,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2020,20490000,Toyota
843,Mazda Tribute,230919,Lagos,Locally used,6-cylinder(V6),automatic,petrol,blue,2002,675000,Mazda
844,Toyota RAV 4,81505,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2011,3900000,Toyota
845,Ford F 150,196773,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2013,7015000,Ford
846,Toyota Sienna,100081,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,black,2011,5515000,Toyota
847,Toyota Camry,178416,Abuja,Locally used,4-cylinder(I4),automatic,petrol,grey,2007,1965000,Toyota
848,Mercedes-Benz C 300,60972,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,12615000,Mercedes-Benz
849,Volkswagen Touareg,235960,Lagos ,Foreign Used,4-cylinder(I4),automatic,diesel,black,2008,4115000,Volkswagen
850,Lexus RX 330,80235,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2004,4005000,Lexus
851,Mercedes-Benz E 300,143574,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2011,7890000,Mercedes-Benz
852,Toyota Corolla,96158,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2015,4965000,Toyota
853,Toyota Camry,61287,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2009,3215000,Toyota
854,Lexus RX 350,85363,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2007,4215000,Lexus
855,Honda Pilot,158855,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,gold,2009,3815000,Honda
856,Toyota Camry,58750,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,gold,2012,4515000,Toyota
857,Mercedes-Benz E 350,6297,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,white,2009,3615000,Mercedes-Benz
858,Porsche Macan,49262,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2017,27515000,Porsche
859,Honda Civic,68591,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2001,515000,Honda
860,Toyota Camry,114239,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2005,2115000,Toyota
861,Toyota Camry,51199,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2015,6515000,Toyota
862,Honda Pilot,100017,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2006,2215000,Honda
863,Toyota Camry,85448,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2009,2415000,Toyota
864,Nissan Pathfinder,110706,Lagos,Locally used,8-cylinder(V8),automatic,petrol,black,2008,3115000,Nissan
865,Toyota Camry,91258,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2010,4085000,Toyota
866,Hyundai Sonata,81011,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2014,3615000,Hyundai
867,Peugeot 308,130853,Lagos,Foreign Used,2-cylinder(I2),manual,petrol,brown,2009,3015000,Peugeot
868,Lexus ES 350,58687,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2007,4095000,Lexus
869,Lexus GX 470,32793,Abuja,Foreign Used,8-cylinder(V8),automatic,petrol,black,2005,5765000,Lexus
870,Toyota Camry,147106,Lagos,Locally used,4-cylinder(I4),automatic,petrol,grey,2011,1565000,Toyota
871,Mercedes-Benz 300,61979,Abuja,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2016,16015000,Mercedes-Benz
872,Toyota Corolla,87096,Lagos,Locally used,4-cylinder(I4),automatic,petrol,grey,2008,2215000,Toyota
873,Toyota Corolla,87096,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2006,2280000,Toyota
874,Mercedes-Benz E 350,94972,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2006,2105000,Mercedes-Benz
875,Toyota Avalon,88661,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2013,5915000,Toyota
876,Land Rover Range Rover Evoque,14855,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2014,49515000,Land
877,Toyota Corolla,127850,Lagos,Locally used,4-cylinder(I4),automatic,petrol,black,2003,1315000,Toyota
878,Honda Accord,139886,Lagos,Locally used,4-cylinder(I4),automatic,petrol,green,2003,615000,Honda
879,Mercedes-Benz GLK 350,229800,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2012,5515000,Mercedes-Benz
880,Mercedes-Benz ML 350,83000,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2013,12115000,Mercedes-Benz
881,Hyundai Santa Fe,201779,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2009,3415000,Hyundai
882,Lexus ES 350,80679,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2010,4815000,Lexus
883,Lexus RX 350,66416,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,silver,2013,10685000,Lexus
884,Honda Pilot,153224,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,brown,2006,2515000,Honda
885,Toyota Avalon,85596,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,green,2011,5065000,Toyota
886,Toyota Highlander,167630,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2013,6615000,Toyota
887,Toyota Corolla,171493,Lagos,Locally used,4-cylinder(I4),automatic,petrol,grey,2003,1275000,Toyota
888,Hyundai Elantra,56225,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,white,2017,11565000,Hyundai
889,Toyota Sienna,335774,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2008,2915000,Toyota
890,Toyota Camry,162853,Lagos,Locally used,4-cylinder(I4),automatic,petrol,wine,2006,1415000,Toyota
891,Mercedes-Benz GLK 350,101552,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,black,2013,9915000,Mercedes-Benz
892,Mercedes-Benz E 300,16835,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2017,17615000,Mercedes-Benz
893,Lexus GS 350,76759,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,silver,2007,3615000,Lexus
894,Toyota Corolla,22444,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2008,2655000,Toyota
895,Ford Edge,275000,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2007,1915000,Ford
896,Toyota Highlander,120957,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2013,7165000,Toyota
897,Nissan INFINITI M90.150/2,217998,Lagos,Locally used,4-cylinder(I4),manual,diesel,white,1996,4015000,Nissan
898,Toyota 4-Runner,249570,Lagos,Locally used,6-cylinder(V6),automatic,petrol,grey,1999,675000,Toyota
899,Mercedes-Benz ML 350,144318,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,brown,2012,9815000,Mercedes-Benz
900,Hyundai Sonata,100329,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2013,3915000,Hyundai
901,Toyota Camry,114221,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2012,4740000,Toyota
902,Toyota Camry,211352,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2007,3055000,Toyota
903,Toyota Sienna,110575,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,maroon,2002,1915000,Toyota
904,Toyota Camry,37500,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,black,2013,5115000,Toyota
905,Ford Escape,322649,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2008,2015000,Ford
906,Toyota Tacoma,121545,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,gold,2003,3425000,Toyota
907,Toyota Sienna,82589,Lagos,New ,6-cylinder(V6),automatic,petrol,black,2011,5185000,Toyota
908,Lexus RX 350,56062,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,black,2015,11015000,Lexus
909,Lexus ES 350,86419,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2007,3615000,Lexus
910,Honda Accord,318836,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2005,715000,Honda
911,Toyota Venza,70048,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,grey,2009,6215000,Toyota
912,Pontiac Vibe,83113,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2009,2815000,Pontiac
913,Ford Explorer,39696,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2013,15015000,Ford
914,Toyota Corolla,89560,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2015,5515000,Toyota
915,Toyota Tacoma,76766,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,ash,2008,5815000,Toyota
916,Mercedes-Benz ML 350,69387,Ogun,Locally used,4-cylinder(I4),automatic,petrol,black,2007,2640000,Mercedes-Benz
917,Lexus RX 350,176710,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,green,2007,4085000,Lexus
918,Toyota Land Cruiser,42750,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,28015000,Toyota
919,Toyota Camry,137037,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,silver,2011,2915000,Toyota
920,MINI Cooper Countryman,91534,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,ash,2014,8065000,MINI
921,Toyota 4-Runner,128894,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2008,5055000,Toyota
922,Mercedes-Benz GL 450,176878,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2009,6615000,Mercedes-Benz
923,Toyota Corolla,86235,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2005,2215000,Toyota
924,Lexus ES 330,289909,Lagos,Locally used,6-cylinder(I6),automatic,petrol,black,2004,1865000,Lexus
925,Toyota Camry,102901,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2018,11015000,Toyota
926,Toyota Sienna,19038,Lagos,Locally used,6-cylinder(V6),automatic,petrol,black,2001,983000,Toyota
927,Honda Accord,85791,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,red,2008,2985000,Honda
928,Honda Pilot,111969,Lagos,Locally used,4-cylinder(I4),automatic,petrol,silver,2003,915000,Honda
929,Mercedes-Benz CLA 250,55586,Lagos,Foreign Used,8-cylinder(V8),automatic,petrol,blue,2014,11030000,Mercedes-Benz
930,Ford Transit,134571,Lagos,Foreign Used,4-cylinder(I4),automatic,diesel,white,2002,2665000,Ford
931,Toyota 4-Runner,130054,Lagos,Locally used,6-cylinder(V6),automatic,petrol,red,2005,3205000,Toyota
932,Toyota Camry,93985,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2016,7015000,Toyota
933,Toyota Sienna,178338,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,green,2008,3975000,Toyota
934,Toyota RAV 4,95707,Lagos State,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2015,9015000,Toyota
935,Mercedes-Benz ML 350,174267,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,grey,2006,3765000,Mercedes-Benz
936,Toyota Corolla,96334,Abuja,Foreign Used,4-cylinder(I4),automatic,petrol,ash,2010,3165000,Toyota
937,Kia Rio,69194,Lagos,Locally used,4-cylinder(I4),automatic,petrol,brown,2012,1415000,Kia
938,Toyota Highlander,80578,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,red,2005,3375000,Toyota
939,Honda Pilot,74203,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,white,2003,1867500,Honda
940,Toyota Matrix,229557,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2003,1765000,Toyota
941,Honda Insight,205539,Lagos ,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2010,2315000,Honda
942,Toyota Camry,69450,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,blue,2013,6065000,Toyota
943,Mercedes-Benz GLE 43 AMG,56770,Lagos,Foreign Used,6-cylinder(I6),automatic,petrol,white,2018,49515000,Mercedes-Benz
944,Lexus ES 350,244739,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2010,5075000,Lexus
945,Toyota Avalon,52397,Lagos,Foreign Used,6-cylinder(V6),automatic,petrol,black,2013,7050000,Toyota
946,Toyota Vitz,31742,Lagos,Foreign Used,4-cylinder(I4),automatic,petrol,black,2009,1905000,Toyota
947,Toyota Venza,224376,Lagos,Locally used,3-cylinder(I3),automatic,petrol,grey,2013,5815000,Toyota
948,Volkswagen Jetta,180869,Lagos,Locally used,6-cylinder(I6),automatic,petrol,black,2001,400000,Volkswagen
